query_id,asin,label,gold_type,relevance,pool_type,matched_axes
2,B000NRWP2Q,candidate,,0.0,random,
2,B01M1NJC3U,candidate,,0.0,random,
2,B077TKGDGC,candidate,,0.0,random,
2,B01FSBJNS0,candidate,,0.0,random,
2,B01BLT00F8,candidate,,0.0,random,
2,B00932CCK2,candidate,,0.0,random,
2,B07MZ74JW1,candidate,,0.0,random,
2,B01HTQQN2Q,candidate,,0.0,random,
2,B074W2TWPT,candidate,,0.0,random,
2,B07PG6XMWT,candidate,,0.0,random,
2,B01BFMGERY,candidate,,0.0,random,
2,B01BFMGEXI,candidate,,0.0,random,
2,B00K6LOJ1O,candidate,,0.0,random,
2,B00O5FM0HW,candidate,,0.0,random,
2,B01N7WZ2WB,candidate,,0.0,random,
2,B07FM4WR3Q,candidate,,0.0,random,
2,B073WQLQ6K,candidate,,0.0,random,
2,B07FL8T1NW,candidate,,0.0,random,
2,B01LYCMIPD,candidate,,0.0,random,
2,B082P7VH6X,candidate,,0.0,random,
2,B075RQ54DZ,candidate,,0.0,random,
2,B07D17XV77,candidate,,0.0,random,
2,B07YM54GLC,candidate,,0.0,random,
2,B07D13NN2Y,candidate,,0.0,random,
2,B00C17UPE6,candidate,,0.0,random,
2,B01H1F513M,candidate,,0.0,random,
2,B00ENZT7PM,candidate,,0.0,random,
2,B00GMOZXYQ,candidate,,0.0,random,
2,B010AIAM04,candidate,,0.0,random,
2,B085TQ4TH5,candidate,,0.0,random,
2,B074P5R4P7,candidate,,0.0,random,
2,B0C52PWCV2,candidate,,0.0,random,
2,B07DN7PZ24,candidate,,0.0,random,
2,B007XTIGUW,candidate,,0.0,random,
3,B01N1UUETU,gold,primary,1.0,gold,
3,B0155OPXT8,gold,extra,0.8,gold,
3,B00I6JM2ZS,gold,negative,-1.0,gold,
3,B0BB9HNWT7,gold,negative,-1.0,gold,
3,B07R3KSV35,candidate,,0.0,hard,遮盖
3,B07GWDNFC8,candidate,,0.0,hard,遮盖
3,B07NPFWBRM,candidate,,0.0,hard,遮盖
3,B07D13NN2Y,candidate,,0.0,hard,遮盖
3,B06XHVGWY2,candidate,,0.0,hard,遮盖
3,B08LYX96BP,candidate,,0.0,hard,遮盖
3,B07BSKJC26,candidate,,0.0,hard,遮盖
3,B07MX218RF,candidate,,0.0,hard,遮盖
3,B08FFJZWB4,candidate,,0.0,hard,遮盖
3,B07RZHJ9V1,candidate,,0.0,hard,遮盖
3,B01L4UHR7I,candidate,,0.0,hard,遮盖
3,B0BGS9F2FM,candidate,,0.0,hard,遮盖
3,B01FPMHE9C,candidate,,0.0,hard,遮盖
3,B07J2KSMC9,candidate,,0.0,hard,遮盖
3,B09WYBP9JK,candidate,,0.0,hard,遮盖
3,B07Z2FRMX8,candidate,,0.0,random,
3,B08DXMPQJS,candidate,,0.0,random,
3,B00N25DK7K,candidate,,0.0,random,
3,B074P5R4P7,candidate,,0.0,random,
3,B07FP5KQGH,candidate,,0.0,random,
3,B0725YRZV5,candidate,,0.0,random,
3,B00TEBI8FK,candidate,,0.0,random,
3,B01MY5N8BP,candidate,,0.0,random,
3,B00021E5PS,candidate,,0.0,random,
3,B01AZYWUOE,candidate,,0.0,random,
3,B0721KG61M,candidate,,0.0,random,
3,B01M1MTQJW,candidate,,0.0,random,
3,B073RDZ1HY,candidate,,0.0,random,
3,B07RHJ4MXV,candidate,,0.0,random,
3,B00C17UPE6,candidate,,0.0,random,
3,B00FIG3QCU,candidate,,0.0,random,
3,B071GPSFPK,candidate,,0.0,random,
3,B01JT9QPFG,candidate,,0.0,random,
3,B07G28PMRN,candidate,,0.0,random,
3,B083BBHM89,candidate,,0.0,random,
3,B01J1A1EFE,candidate,,0.0,random,
3,B01MSH5XU5,candidate,,0.0,random,
3,B01MT5C6R9,candidate,,0.0,random,
3,B00M76LYPU,candidate,,0.0,random,
3,B08139WJ81,candidate,,0.0,random,
3,B076TDM937,candidate,,0.0,random,
3,B015Z32R9I,candidate,,0.0,random,
3,B01LZ0OVS3,candidate,,0.0,random,
3,B072K41JL7,candidate,,0.0,random,
3,B00MHEUEZI,candidate,,0.0,random,
3,B014GJH4PE,candidate,,0.0,random,
3,B01MCT83WR,candidate,,0.0,random,
3,B07JH47YV7,candidate,,0.0,random,
3,B00UV80M8Q,candidate,,0.0,random,
3,B097M9LMH1,candidate,,0.0,random,
4,B00J1OIESQ,gold,primary,1.0,gold,
4,B009WI1UKA,gold,extra,0.8,gold,
4,B0094O3KK0,gold,extra,0.8,gold,
4,B07MGWMT9X,gold,negative,-1.0,gold,
4,B075RNVF6B,candidate,,0.0,random,
4,B01HBHLVQ6,candidate,,0.0,random,
4,B00932CCK2,candidate,,0.0,random,
4,B07RYJM4PJ,candidate,,0.0,random,
4,B07QY6R95G,candidate,,0.0,random,
4,B07CL5HNDS,candidate,,0.0,random,
4,B07DN6G725,candidate,,0.0,random,
4,B01L4UHR7I,candidate,,0.0,random,
4,B0087PDU7K,candidate,,0.0,random,
4,B00ENZT7PM,candidate,,0.0,random,
4,B00FTY5DXG,candidate,,0.0,random,
4,B083BBHM89,candidate,,0.0,random,
4,B09WVXWS3J,candidate,,0.0,random,
4,B07JMT7GRL,candidate,,0.0,random,
4,B07V8GH8D7,candidate,,0.0,random,
4,B01IZL2Y6S,candidate,,0.0,random,
4,B018USTWBG,candidate,,0.0,random,
4,B00FB9T6UK,candidate,,0.0,random,
4,B01L1Y3OOC,candidate,,0.0,random,
4,B01D5FE59S,candidate,,0.0,random,
4,B07SVX2NSJ,candidate,,0.0,random,
4,B071J8QNTX,candidate,,0.0,random,
4,B076TBJ9M9,candidate,,0.0,random,
4,B07R2JB4VN,candidate,,0.0,random,
4,B07JZ81774,candidate,,0.0,random,
4,B01M2XQS7T,candidate,,0.0,random,
4,B01NAS4411,candidate,,0.0,random,
4,B00QHB48M2,candidate,,0.0,random,
4,B01BFNNEK8,candidate,,0.0,random,
4,B01DMHOEY0,candidate,,0.0,random,
4,B007XTIGUW,candidate,,0.0,random,
4,B0974JC1W8,candidate,,0.0,random,
4,B01FPMHE9C,candidate,,0.0,random,
4,B016AEWDAY,candidate,,0.0,random,
4,B00UV80M8Q,candidate,,0.0,random,
4,B0B2LCXGLP,candidate,,0.0,random,
4,B06XDB794J,candidate,,0.0,random,
4,B00WB6DFPS,candidate,,0.0,random,
4,B07Y9HRHVL,candidate,,0.0,random,
4,B0851S1T4M,candidate,,0.0,random,
4,B0B49H6YVC,candidate,,0.0,random,
4,B06XKMJ1CD,candidate,,0.0,random,
4,B08H7YGC9H,candidate,,0.0,random,
4,B01JT98ZTK,candidate,,0.0,random,
4,B07VKK6WK8,candidate,,0.0,random,
4,B00F63ZEVG,candidate,,0.0,random,
4,B00N25DK7K,candidate,,0.0,random,
4,B06W5HGF42,candidate,,0.0,random,
4,B07H5HC1RX,candidate,,0.0,random,
4,B009VQR80E,candidate,,0.0,random,
5,B00FTY5DXG,gold,primary,1.0,gold,
5,B07MGWMT9X,gold,extra,0.8,gold,
5,B00J1OIDZ0,gold,negative,-1.0,gold,
5,B0BB9HNWT7,gold,negative,-1.0,gold,
5,B09HX2HR33,candidate,,0.0,random,
5,B01M67GUCW,candidate,,0.0,random,
5,B08BFGHMW7,candidate,,0.0,random,
5,B01AXR8Z9C,candidate,,0.0,random,
5,B007SULXQK,candidate,,0.0,random,
5,B0B2RSLZB3,candidate,,0.0,random,
5,B01IAF39XQ,candidate,,0.0,random,
5,B00JJ9M6TG,candidate,,0.0,random,
5,B06X9QKVY3,candidate,,0.0,random,
5,B0732VZBY9,candidate,,0.0,random,
5,B075QDH8SC,candidate,,0.0,random,
5,B0743HT3CT,candidate,,0.0,random,
5,B07S3SMF4P,candidate,,0.0,random,
5,B013HDADM6,candidate,,0.0,random,
5,B01FQU9D10,candidate,,0.0,random,
5,B003HGWPES,candidate,,0.0,random,
5,B06XDB794J,candidate,,0.0,random,
5,B00FIYR6YQ,candidate,,0.0,random,
5,B09JS5D247,candidate,,0.0,random,
5,B01E1IPYZW,candidate,,0.0,random,
5,B005065X10,candidate,,0.0,random,
5,B06XHVL45R,candidate,,0.0,random,
5,B07FH6WR58,candidate,,0.0,random,
5,B075GG3CVN,candidate,,0.0,random,
5,B085BVPWKH,candidate,,0.0,random,
5,B07LCBZGVH,candidate,,0.0,random,
5,B01N1GTA1S,candidate,,0.0,random,
5,B076TBJ9M9,candidate,,0.0,random,
5,B079M2PLKM,candidate,,0.0,random,
5,B07Z8K2366,candidate,,0.0,random,
5,B071HYBZM4,candidate,,0.0,random,
5,B08H7YGC9H,candidate,,0.0,random,
5,B0784PV6YW,candidate,,0.0,random,
5,B07WG9XCH5,candidate,,0.0,random,
5,B0099L8VGG,candidate,,0.0,random,
5,B077NCPWY4,candidate,,0.0,random,
5,B07XCNCGW6,candidate,,0.0,random,
5,B07CKMH74D,candidate,,0.0,random,
5,B07BK1BZGP,candidate,,0.0,random,
5,B0838YMHDX,candidate,,0.0,random,
5,B01EUBLKO4,candidate,,0.0,random,
5,B07RFGF1C7,candidate,,0.0,random,
5,B075RNVF6B,candidate,,0.0,random,
5,B00JJ9MLTG,candidate,,0.0,random,
5,B01C6YE0XK,candidate,,0.0,random,
5,B00M5IFUO6,candidate,,0.0,random,
5,B06XKMJ1CD,candidate,,0.0,random,
5,B00B7RFSH0,candidate,,0.0,random,
5,B00RICANWI,candidate,,0.0,random,
5,B014XLEPLQ,candidate,,0.0,random,
6,B01L1Y3OOC,gold,primary,1.0,gold,
6,B08K2WH8LK,gold,extra,0.8,gold,
6,B077W2RCN7,gold,negative,-1.0,gold,
6,B0155OPXT8,gold,negative,-1.0,gold,
6,B0743HT3CT,candidate,,0.0,random,
6,B00OQGBRZG,candidate,,0.0,random,
6,B076ML35SX,candidate,,0.0,random,
6,B07BLLBWF1,candidate,,0.0,random,
6,B01N9978UK,candidate,,0.0,random,
6,B01EXOBY76,candidate,,0.0,random,
6,B07BK1BZGP,candidate,,0.0,random,
6,B0040DEGO4,candidate,,0.0,random,
6,B00J1OIDZ0,candidate,,0.0,random,
6,B002K7WUOK,candidate,,0.0,random,
6,B01M67GUCW,candidate,,0.0,random,
6,B00M76LYPU,candidate,,0.0,random,
6,B01M5GA171,candidate,,0.0,random,
6,B07FYRHZMF,candidate,,0.0,random,
6,B08M4BLCXF,candidate,,0.0,random,
6,B07LCCBQZK,candidate,,0.0,random,
6,B00JZQUWPI,candidate,,0.0,random,
6,B00T6HFMUQ,candidate,,0.0,random,
6,B083SCQYRJ,candidate,,0.0,random,
6,B01MT5C6R9,candidate,,0.0,random,
6,B06Y4XSBXQ,candidate,,0.0,random,
6,B07XFQ8NKC,candidate,,0.0,random,
6,B06XSL7318,candidate,,0.0,random,
6,B07RFGF1C7,candidate,,0.0,random,
6,B00O4XYZOQ,candidate,,0.0,random,
6,B01BFMGER4,candidate,,0.0,random,
6,B07R8M96PK,candidate,,0.0,random,
6,B071X5YYGG,candidate,,0.0,random,
6,B084V6Z6K1,candidate,,0.0,random,
6,B01IZL2Y6S,candidate,,0.0,random,
6,B0845NP8L7,candidate,,0.0,random,
6,B00O7CXMU2,candidate,,0.0,random,
6,B07LBMMSWD,candidate,,0.0,random,
6,B06Y4W53D4,candidate,,0.0,random,
6,B01K13I50C,candidate,,0.0,random,
6,B06Y57PM4H,candidate,,0.0,random,
6,B077C5CZSR,candidate,,0.0,random,
6,B079JPNPF3,candidate,,0.0,random,
6,B07DC61QF5,candidate,,0.0,random,
6,B01IZ1N16U,candidate,,0.0,random,
6,B01N5FZYHG,candidate,,0.0,random,
6,B01NBT35XJ,candidate,,0.0,random,
6,B01F7PTHRY,candidate,,0.0,random,
6,B08BFGHMW7,candidate,,0.0,random,
6,B01IAF39XQ,candidate,,0.0,random,
6,B079M2PLKM,candidate,,0.0,random,
6,B081BCD8YJ,candidate,,0.0,random,
6,B078WP3TGT,candidate,,0.0,random,
6,B00I6JM2ZS,candidate,,0.0,random,
6,B00JJ9N0SC,candidate,,0.0,random,
7,B08SW7WZPX,gold,primary,1.0,gold,
7,B00GCQZB00,gold,extra,0.8,gold,
7,B00I6JM2ZS,gold,negative,-1.0,gold,
7,B07KHGF8WX,gold,negative,-1.0,gold,
7,B019BCAMT6,gold,negative,-1.0,gold,
7,B06Y5HG6PR,candidate,,0.0,hard,遮盖
7,B0BZ3G758G,candidate,,0.0,hard,遮盖
7,B09SBV8FRT,candidate,,0.0,hard,遮盖
7,B06XHVGWY2,candidate,,0.0,hard,遮盖
7,B01ICMPSAY,candidate,,0.0,hard,肤质
7,B07J2KSMC9,candidate,,0.0,hard,遮盖
7,B07547CLTR,candidate,,0.0,hard,肤质
7,B07JFZVM6C,candidate,,0.0,hard,肤质
7,B073WQLQ6K,candidate,,0.0,hard,肤质
7,B07WKH69G5,candidate,,0.0,hard,肤质
7,B077W2RCN7,candidate,,0.0,hard,肤质;遮盖
7,B07FP11ZN6,candidate,,0.0,hard,肤质
7,B071SHVTZC,candidate,,0.0,hard,遮盖
7,B08SHYYY1N,candidate,,0.0,hard,遮盖
7,B07LCBSHM2,candidate,,0.0,hard,遮盖
7,B083NYSBH8,candidate,,0.0,random,
7,B079PH1X65,candidate,,0.0,random,
7,B009WI1UKA,candidate,,0.0,random,
7,B014XLEPLQ,candidate,,0.0,random,
7,B07B8Y7QFH,candidate,,0.0,random,
7,B0155NPEE8,candidate,,0.0,random,
7,B01LOVJAZO,candidate,,0.0,random,
7,B004AOGGZ0,candidate,,0.0,random,
7,B07Z2FRMX8,candidate,,0.0,random,
7,B01E1IL258,candidate,,0.0,random,
7,B0923Y9SW4,candidate,,0.0,random,
7,B00B7RFSH0,candidate,,0.0,random,
7,B07HM1XNBV,candidate,,0.0,random,
7,B07GWG45D5,candidate,,0.0,random,
7,B01MA27QHS,candidate,,0.0,random,
7,B01M9FDN6D,candidate,,0.0,random,
7,B07KRBL729,candidate,,0.0,random,
7,B00I38QHNK,candidate,,0.0,random,
7,B0051CUNEA,candidate,,0.0,random,
7,B07BS51M3Z,candidate,,0.0,random,
7,B07QN5NXY7,candidate,,0.0,random,
7,B01BNCX5MI,candidate,,0.0,random,
7,B01BFMGER4,candidate,,0.0,random,
7,B07B4MYRCW,candidate,,0.0,random,
7,B07BGY2226,candidate,,0.0,random,
7,B08SW5D3FZ,candidate,,0.0,random,
7,B01BM0DRG0,candidate,,0.0,random,
7,B016AZTVCQ,candidate,,0.0,random,
7,B08QN66S5Q,candidate,,0.0,random,
7,B00KX9T11C,candidate,,0.0,random,
7,B07BK1BZGP,candidate,,0.0,random,
7,B01M10526P,candidate,,0.0,random,
7,B07547KKS8,candidate,,0.0,random,
7,B07Y42ZSHB,candidate,,0.0,random,
7,B01NAG52XX,candidate,,0.0,random,
8,B00LTFW9XQ,gold,primary,1.0,gold,
8,B00AFIOPEE,gold,extra,0.8,gold,
8,B019BCAMT6,gold,negative,-1.0,gold,
8,B07MX218RF,gold,negative,-1.0,gold,
8,B01L1Y3OOC,gold,negative,-1.0,gold,
8,B00J1OIDZ0,gold,negative,-1.0,gold,
8,B071HQXM8P,candidate,,0.0,random,
8,B07B6TD4DF,candidate,,0.0,random,
8,B071HYBZM4,candidate,,0.0,random,
8,B07DCP4MPY,candidate,,0.0,random,
8,B003V1RC6A,candidate,,0.0,random,
8,B07NVRD1SS,candidate,,0.0,random,
8,B003AT4LFI,candidate,,0.0,random,
8,B07B4MYRCW,candidate,,0.0,random,
8,B07GXZ9121,candidate,,0.0,random,
8,B07FL8T1NW,candidate,,0.0,random,
8,B07XCNCGW6,candidate,,0.0,random,
8,B00T6HEGSU,candidate,,0.0,random,
8,B078JHS1HX,candidate,,0.0,random,
8,B07BGY2226,candidate,,0.0,random,
8,B00XD5OLTU,candidate,,0.0,random,
8,B019HXJKA6,candidate,,0.0,random,
8,B07G4FGSH1,candidate,,0.0,random,
8,B00T6HEQQ2,candidate,,0.0,random,
8,B07YQCN4BV,candidate,,0.0,random,
8,B002HGBLAS,candidate,,0.0,random,
8,B00M76LM02,candidate,,0.0,random,
8,B00XD564EU,candidate,,0.0,random,
8,B081J531TL,candidate,,0.0,random,
8,B07KRMVX4Y,candidate,,0.0,random,
8,B08H7YGC9H,candidate,,0.0,random,
8,B07F236YPQ,candidate,,0.0,random,
8,B07B45VPDM,candidate,,0.0,random,
8,B08SW7WZPX,candidate,,0.0,random,
8,B009WI7QSA,candidate,,0.0,random,
8,B000OY1MOK,candidate,,0.0,random,
8,B00V3H6GG6,candidate,,0.0,random,
8,B01FRFHLP4,candidate,,0.0,random,
8,B07G28PMRN,candidate,,0.0,random,
8,B005D4F03U,candidate,,0.0,random,
8,B00I38QHNK,candidate,,0.0,random,
8,B07YYHPWCK,candidate,,0.0,random,
8,B01KAHWOOC,candidate,,0.0,random,
8,B07FNNFGYL,candidate,,0.0,random,
8,B0754G75KT,candidate,,0.0,random,
8,B0187GYVPI,candidate,,0.0,random,
8,B07RHJ4MXV,candidate,,0.0,random,
8,B01N7WZ2WB,candidate,,0.0,random,
8,B09JV6P6R6,candidate,,0.0,random,
8,B07VNQ4G13,candidate,,0.0,random,
8,B07S4298B7,candidate,,0.0,random,
8,B07KRLM7ZW,candidate,,0.0,random,
8,B081QLJW17,candidate,,0.0,random,
8,B01NBZ4MPN,candidate,,0.0,random,
8,B01M7NXRK9,candidate,,0.0,random,
8,B00OFFPUDS,candidate,,0.0,random,
9,B07HCHKFJJ,gold,primary,1.0,gold,
9,B087J6PP9X,gold,extra,0.8,gold,
9,B07BD4QNJ5,gold,extra,0.8,gold,
9,B00J1OIDZ0,gold,negative,-1.0,gold,
9,B07NP7ZKK4,gold,negative,-1.0,gold,
9,B01LXGOFT7,gold,negative,-1.0,gold,
9,B074S4RS17,candidate,,0.0,hard,肤质;妆效
9,B08PFCHF1K,candidate,,0.0,hard,妆效
9,B00O75GIIM,candidate,,0.0,hard,肤质
9,B082BJYV38,candidate,,0.0,hard,妆效
9,B08FFJZWB4,candidate,,0.0,hard,妆效
9,B01MCT83WR,candidate,,0.0,hard,妆效
9,B07Z2FRMX8,candidate,,0.0,hard,妆效
9,B00V3H6GG6,candidate,,0.0,hard,肤质
9,B01D4B0CK4,candidate,,0.0,hard,肤质
9,B003EHYC28,candidate,,0.0,hard,妆效
9,B07F1ZJXPJ,candidate,,0.0,hard,肤质
9,B08SW7WZPX,candidate,,0.0,hard,肤质;妆效
9,B07HKRN1DD,candidate,,0.0,hard,妆效
9,B097M9LMH1,candidate,,0.0,hard,妆效
9,B07KRMVX4Y,candidate,,0.0,hard,肤质
9,B07B6VBRC5,candidate,,0.0,random,
9,B07H5G9FH1,candidate,,0.0,random,
9,B01N1GTA1S,candidate,,0.0,random,
9,B0088XAKHY,candidate,,0.0,random,
9,B07CK66KTC,candidate,,0.0,random,
9,B06XKMJ1CD,candidate,,0.0,random,
9,B07LBMMSWD,candidate,,0.0,random,
9,B0086UKXAS,candidate,,0.0,random,
9,B01FRFHKWI,candidate,,0.0,random,
9,B01BG9YF86,candidate,,0.0,random,
9,B094JN93GV,candidate,,0.0,random,
9,B00CX1O4LU,candidate,,0.0,random,
9,B00KWLC8AM,candidate,,0.0,random,
9,B07VML1QZC,candidate,,0.0,random,
9,B018USUMB0,candidate,,0.0,random,
9,B07YBF2VPZ,candidate,,0.0,random,
9,B081J531TL,candidate,,0.0,random,
9,B079P8NS13,candidate,,0.0,random,
9,B013HEF2IK,candidate,,0.0,random,
9,B06XD7Z159,candidate,,0.0,random,
9,B00GMOZY90,candidate,,0.0,random,
9,B076TBJ9M9,candidate,,0.0,random,
9,B08KLH1GJS,candidate,,0.0,random,
9,B07GXWYL55,candidate,,0.0,random,
9,B07G1WV2NY,candidate,,0.0,random,
9,B01N2IBF2S,candidate,,0.0,random,
9,B007XTIGNY,candidate,,0.0,random,
9,B07JFZVM6C,candidate,,0.0,random,
9,B07B4MSVWP,candidate,,0.0,random,
9,B01MT6H1HM,candidate,,0.0,random,
9,B07QKV7VB7,candidate,,0.0,random,
9,B012W9NWZG,candidate,,0.0,random,
9,B00IK6K9WU,candidate,,0.0,random,
9,B08VNTL2RV,candidate,,0.0,random,
9,B00WZOH1KQ,candidate,,0.0,random,
10,B01MY4I0IA,gold,primary,1.0,gold,
10,B0155OPXT8,gold,extra,0.8,gold,
10,B014GJH4PE,gold,extra,0.8,gold,
10,B075Y411GQ,gold,negative,-1.0,gold,
10,B07YM54GLC,gold,negative,-1.0,gold,
10,B06XSL7318,gold,negative,-1.0,gold,
10,B00QW583H4,candidate,,0.0,hard,色号
10,B07P1K3GCR,candidate,,0.0,hard,色号
10,B00P116NP4,candidate,,0.0,hard,色号
10,B01JQB2BCI,candidate,,0.0,hard,色号
10,B07TB3HJPM,candidate,,0.0,hard,色号
10,B06X9QKVY3,candidate,,0.0,hard,色号
10,B077C5CZSR,candidate,,0.0,hard,色号
10,B007SULXQK,candidate,,0.0,hard,色号
10,B00M76LYPU,candidate,,0.0,hard,色号
10,B079P9RL16,candidate,,0.0,hard,色号
10,B00I6JLQ64,candidate,,0.0,hard,色号
10,B00B7RFSH0,candidate,,0.0,hard,色号
10,B07F1ZJXPJ,candidate,,0.0,hard,色号
10,B07B46H8G9,candidate,,0.0,hard,色号
10,B07V5HQSPZ,candidate,,0.0,hard,色号
10,B0043G89C8,candidate,,0.0,random,
10,B077W5YRNG,candidate,,0.0,random,
10,B084MJ2XG4,candidate,,0.0,random,
10,B01C4N7WII,candidate,,0.0,random,
10,B07HJRZG3Y,candidate,,0.0,random,
10,B015Z32R9I,candidate,,0.0,random,
10,B07PLDWWGV,candidate,,0.0,random,
10,B00F7IXOE4,candidate,,0.0,random,
10,B008YO1B34,candidate,,0.0,random,
10,B002HGBLAS,candidate,,0.0,random,
10,B00GM1GROO,candidate,,0.0,random,
10,B07MX218RF,candidate,,0.0,random,
10,B07C58S2JR,candidate,,0.0,random,
10,B07B5Y4XBY,candidate,,0.0,random,
10,B07C9HSHNN,candidate,,0.0,random,
10,B07J2KSMC9,candidate,,0.0,random,
10,B007XA3A2A,candidate,,0.0,random,
10,B08VNTL2RV,candidate,,0.0,random,
10,B07GXWYL55,candidate,,0.0,random,
10,B01IAFEO3A,candidate,,0.0,random,
10,B08FXC5LW5,candidate,,0.0,random,
10,B083SCQYRJ,candidate,,0.0,random,
10,B002NT0I1W,candidate,,0.0,random,
10,B0728BGWYN,candidate,,0.0,random,
10,B079P8TMGN,candidate,,0.0,random,
10,B09JS5D247,candidate,,0.0,random,
10,B07Y42ZSHB,candidate,,0.0,random,
10,B01JTB07TY,candidate,,0.0,random,
10,B00O7CXMU2,candidate,,0.0,random,
10,B00JZZFJPW,candidate,,0.0,random,
10,B016396ULE,candidate,,0.0,random,
10,B076TDM937,candidate,,0.0,random,
10,B01E68ABUA,candidate,,0.0,random,
10,B079PB43MV,candidate,,0.0,random,
10,B07KRM8TLF,candidate,,0.0,random,
11,B07S4298B7,gold,primary,1.0,gold,
11,B07BD4QNJ5,gold,extra,0.8,gold,
11,B07YM54GLC,gold,negative,-1.0,gold,
11,B075Y411GQ,gold,negative,-1.0,gold,
11,B06XSL7318,gold,negative,-1.0,gold,
11,B07DC61QF5,candidate,,0.0,hard,色号
11,B071ZKYWDJ,candidate,,0.0,hard,色号
11,B07B46H8G9,candidate,,0.0,hard,色号
11,B07MX92D7S,candidate,,0.0,hard,质地;色号
11,B00LTFW9XQ,candidate,,0.0,hard,质地
11,B07CKMH74D,candidate,,0.0,hard,色号
11,B007BV2OFA,candidate,,0.0,hard,质地;色号
11,B07B6QQJ3K,candidate,,0.0,hard,质地
11,B00FIYR6Y6,candidate,,0.0,hard,质地
11,B076GR5JMD,candidate,,0.0,hard,质地
11,B01M67GUCW,candidate,,0.0,hard,色号
11,B00FIYR6ZK,candidate,,0.0,hard,质地
11,B00O49GBYW,candidate,,0.0,hard,质地
11,B07DCP4MPY,candidate,,0.0,hard,色号
